valor,elemento,foil,tipoCarta,colecao
8.52,,Foil,Trainer – Item,Evoluções Prismáticas
9.34,,Foil,Trainer – Item,Evoluções Prismáticas
3.73,,Normal,Trainer – Item,Evoluções Prismáticas
14.97,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
10.08,,Foil,Trainer – Item,Evoluções Prismáticas
12.03,,Foil,Trainer – Item,Evoluções Prismáticas
10.86,,Foil,Trainer – Item,Evoluções Prismáticas
17.09,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
5.3,,Normal,Trainer – Item,Evoluções Prismáticas
9.29,,Foil,Trainer – Item,Evoluções Prismáticas
2.89,,Normal,Trainer – Item,Evoluções Prismáticas
16.8,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
3.81,,Normal,Trainer – Item,Evoluções Prismáticas
17.71,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
17.13,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
1.4,,Normal,Trainer – Item,Evoluções Prismáticas
2.29,,Normal,Trainer – Item,Evoluções Prismáticas
9.89,,Foil,Trainer – Item,Evoluções Prismáticas
14.41,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
13.14,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
15.97,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
0.12,,Normal,Trainer – Item,Evoluções Prismáticas
13.85,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
6.61,,Normal,Trainer – Item,Evoluções Prismáticas
7.08,,Normal,Trainer – Item,Evoluções Prismáticas
6.11,,Normal,Trainer – Item,Evoluções Prismáticas
16.39,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
16.62,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.85,,Normal,Trainer – Item,Evoluções Prismáticas
4.01,,Normal,Trainer – Item,Evoluções Prismáticas
14.43,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
5.5,,Normal,Trainer – Item,Evoluções Prismáticas
16.16,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
13.52,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
12.63,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
8.0,,Foil,Trainer – Item,Evoluções Prismáticas
11.59,,Foil,Trainer – Item,Evoluções Prismáticas
10.31,,Foil,Trainer – Item,Evoluções Prismáticas
6.47,,Normal,Trainer – Item,Evoluções Prismáticas
16.46,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
0.49,,Normal,Trainer – Item,Evoluções Prismáticas
13.54,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
5.55,,Normal,Trainer – Item,Evoluções Prismáticas
9.36,,Foil,Trainer – Item,Evoluções Prismáticas
3.42,,Normal,Trainer – Item,Evoluções Prismáticas
1.21,,Normal,Trainer – Item,Evoluções Prismáticas
1.06,,Normal,Trainer – Item,Evoluções Prismáticas
11.95,,Foil,Trainer – Item,Evoluções Prismáticas
2.64,,Normal,Trainer – Item,Evoluções Prismáticas
6.24,,Normal,Trainer – Item,Evoluções Prismáticas
6.8,,Normal,Trainer – Item,Evoluções Prismáticas
16.55,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
0.46,,Normal,Trainer – Item,Evoluções Prismáticas
8.36,,Foil,Trainer – Item,Evoluções Prismáticas
2.98,,Normal,Trainer – Item,Evoluções Prismáticas
11.59,,Foil,Trainer – Item,Evoluções Prismáticas
5.37,,Normal,Trainer – Item,Evoluções Prismáticas
12.73,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
8.16,,Foil,Trainer – Item,Evoluções Prismáticas
5.86,,Normal,Trainer – Item,Evoluções Prismáticas
5.23,,Normal,Trainer – Item,Evoluções Prismáticas
9.54,,Foil,Trainer – Item,Evoluções Prismáticas
15.34,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
9.7,,Foil,Trainer – Item,Evoluções Prismáticas
15.57,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
7.44,,Normal,Trainer – Item,Evoluções Prismáticas
0.11,,Normal,Trainer – Item,Evoluções Prismáticas
9.53,,Foil,Trainer – Item,Evoluções Prismáticas
7.03,,Normal,Trainer – Item,Evoluções Prismáticas
4.35,,Normal,Trainer – Item,Evoluções Prismáticas
0.95,,Normal,Trainer – Item,Evoluções Prismáticas
3.64,,Normal,Trainer – Item,Evoluções Prismáticas
0.24,,Normal,Trainer – Item,Evoluções Prismáticas
5.34,,Normal,Trainer – Item,Evoluções Prismáticas
17.33,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
8.22,,Foil,Trainer – Item,Evoluções Prismáticas
10.2,,Foil,Trainer – Item,Evoluções Prismáticas
16.76,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
5.13,,Normal,Trainer – Item,Evoluções Prismáticas
1.38,,Normal,Trainer – Item,Evoluções Prismáticas
7.12,,Normal,Trainer – Item,Evoluções Prismáticas
8.26,,Foil,Trainer – Item,Evoluções Prismáticas
13.67,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
2.58,,Normal,Trainer – Item,Evoluções Prismáticas
1.53,,Normal,Trainer – Item,Evoluções Prismáticas
15.95,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
11.07,,Foil,Trainer – Item,Evoluções Prismáticas
10.48,,Foil,Trainer – Item,Evoluções Prismáticas
0.86,,Normal,Trainer – Item,Evoluções Prismáticas
10.62,,Foil,Trainer – Item,Evoluções Prismáticas
19.33,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
10.15,,Foil,Trainer – Item,Evoluções Prismáticas
14.97,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
6.85,,Normal,Trainer – Item,Evoluções Prismáticas
1.31,,Normal,Trainer – Item,Evoluções Prismáticas
3.29,,Normal,Trainer – Item,Evoluções Prismáticas
4.7,,Normal,Trainer – Item,Evoluções Prismáticas
2.36,,Normal,Trainer – Item,Evoluções Prismáticas
16.0,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
16.96,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
19.58,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
3.33,,Normal,Trainer – Item,Evoluções Prismáticas
11.26,,Foil,Trainer – Item,Evoluções Prismáticas
15.48,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
9.33,,Foil,Trainer – Item,Evoluções Prismáticas
1.06,,Normal,Trainer – Item,Evoluções Prismáticas
17.95,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
2.21,,Normal,Trainer – Item,Evoluções Prismáticas
0.72,,Normal,Trainer – Item,Evoluções Prismáticas
11.49,,Foil,Trainer – Item,Evoluções Prismáticas
17.75,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
9.14,,Foil,Trainer – Item,Evoluções Prismáticas
16.17,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
9.74,,Foil,Trainer – Item,Evoluções Prismáticas
17.01,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
19.74,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
18.78,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
19.17,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
17.09,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
17.63,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
16.04,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
18.07,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
3.49,,Normal,Trainer – Item,Evoluções Prismáticas
9.03,,Foil,Trainer – Item,Evoluções Prismáticas
17.27,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
7.36,,Normal,Trainer – Item,Evoluções Prismáticas
4.37,,Normal,Trainer – Item,Evoluções Prismáticas
6.39,,Normal,Trainer – Item,Evoluções Prismáticas
4.74,,Normal,Trainer – Item,Evoluções Prismáticas
1.69,,Normal,Trainer – Item,Evoluções Prismáticas
7.74,,Foil,Trainer – Item,Evoluções Prismáticas
5.02,,Normal,Trainer – Item,Evoluções Prismáticas
5.62,,Normal,Trainer – Item,Evoluções Prismáticas
16.18,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.61,,Normal,Trainer – Item,Evoluções Prismáticas
9.98,,Foil,Trainer – Item,Evoluções Prismáticas
19.83,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
1.17,,Normal,Trainer – Item,Evoluções Prismáticas
9.8,,Foil,Trainer – Item,Evoluções Prismáticas
0.28,,Normal,Trainer – Item,Evoluções Prismáticas
8.12,,Foil,Trainer – Item,Evoluções Prismáticas
13.11,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
15.94,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
0.37,,Normal,Trainer – Item,Evoluções Prismáticas
4.46,,Normal,Trainer – Item,Evoluções Prismáticas
7.24,,Normal,Trainer – Item,Evoluções Prismáticas
4.64,,Normal,Trainer – Item,Evoluções Prismáticas
14.02,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
17.48,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
18.54,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
10.41,,Foil,Trainer – Item,Evoluções Prismáticas
15.77,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
18.1,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
0.92,,Normal,Trainer – Item,Evoluções Prismáticas
9.23,,Foil,Trainer – Item,Evoluções Prismáticas
19.06,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
5.82,,Normal,Trainer – Item,Evoluções Prismáticas
14.52,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
6.17,,Normal,Trainer – Item,Evoluções Prismáticas
11.06,,Foil,Trainer – Item,Evoluções Prismáticas
9.04,,Foil,Trainer – Item,Evoluções Prismáticas
2.15,,Normal,Trainer – Item,Evoluções Prismáticas
3.68,,Normal,Trainer – Item,Evoluções Prismáticas
1.08,,Normal,Trainer – Item,Evoluções Prismáticas
18.73,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
8.23,,Foil,Trainer – Item,Evoluções Prismáticas
12.61,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
5.73,,Normal,Trainer – Item,Evoluções Prismáticas
6.05,,Normal,Trainer – Item,Evoluções Prismáticas
5.11,,Normal,Trainer – Item,Evoluções Prismáticas
12.55,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.29,,Normal,Trainer – Item,Evoluções Prismáticas
10.41,,Foil,Trainer – Item,Evoluções Prismáticas
18.74,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
13.86,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
4.35,,Normal,Trainer – Item,Evoluções Prismáticas
11.64,,Foil,Trainer – Item,Evoluções Prismáticas
4.07,,Normal,Trainer – Item,Evoluções Prismáticas
13.53,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
8.38,,Foil,Trainer – Item,Evoluções Prismáticas
1.59,,Normal,Trainer – Item,Evoluções Prismáticas
1.83,,Normal,Trainer – Item,Evoluções Prismáticas
12.61,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
18.38,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
8.59,,Foil,Trainer – Item,Evoluções Prismáticas
6.84,,Normal,Trainer – Item,Evoluções Prismáticas
13.43,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
12.38,,Foil,Trainer – Item,Evoluções Prismáticas
13.56,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.47,,Normal,Trainer – Item,Evoluções Prismáticas
1.12,,Normal,Trainer – Item,Evoluções Prismáticas
12.4,,Foil,Trainer – Item,Evoluções Prismáticas
8.13,,Foil,Trainer – Item,Evoluções Prismáticas
11.26,,Foil,Trainer – Item,Evoluções Prismáticas
15.24,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
6.93,,Normal,Trainer – Item,Evoluções Prismáticas
14.25,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
15.04,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.93,,Normal,Trainer – Item,Evoluções Prismáticas
15.16,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
5.07,,Normal,Trainer – Item,Evoluções Prismáticas
2.85,,Normal,Trainer – Item,Evoluções Prismáticas
8.03,,Foil,Trainer – Item,Evoluções Prismáticas
5.59,,Normal,Trainer – Item,Evoluções Prismáticas
7.46,,Normal,Trainer – Item,Evoluções Prismáticas
16.06,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
2.08,,Normal,Trainer – Item,Evoluções Prismáticas
11.81,,Foil,Trainer – Item,Evoluções Prismáticas
10.18,,Foil,Trainer – Item,Evoluções Prismáticas
6.07,,Normal,Trainer – Item,Evoluções Prismáticas
3.68,,Normal,Trainer – Item,Evoluções Prismáticas
17.21,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
8.95,,Foil,Trainer – Item,Evoluções Prismáticas
8.73,,Foil,Trainer – Item,Evoluções Prismáticas
9.3,,Foil,Trainer – Item,Evoluções Prismáticas
18.82,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
5.14,,Normal,Trainer – Item,Evoluções Prismáticas
3.44,,Normal,Trainer – Item,Evoluções Prismáticas
8.03,,Foil,Trainer – Item,Evoluções Prismáticas
18.42,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
2.19,,Normal,Trainer – Item,Evoluções Prismáticas
0.65,,Normal,Trainer – Item,Evoluções Prismáticas
3.12,,Normal,Trainer – Item,Evoluções Prismáticas
8.38,,Foil,Trainer – Item,Evoluções Prismáticas
5.21,,Normal,Trainer – Item,Evoluções Prismáticas
6.62,,Normal,Trainer – Item,Evoluções Prismáticas
0.13,,Normal,Trainer – Item,Evoluções Prismáticas
3.49,,Normal,Trainer – Item,Evoluções Prismáticas
8.81,,Foil,Trainer – Item,Evoluções Prismáticas
12.22,,Foil,Trainer – Item,Evoluções Prismáticas
0.71,,Normal,Trainer – Item,Evoluções Prismáticas
19.41,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
17.45,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
0.8,,Normal,Trainer – Item,Evoluções Prismáticas
15.29,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.7,,Normal,Trainer – Item,Evoluções Prismáticas
17.87,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
13.16,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
10.59,,Foil,Trainer – Item,Evoluções Prismáticas
17.16,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
16.28,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
9.1,,Foil,Trainer – Item,Evoluções Prismáticas
12.67,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
4.68,,Normal,Trainer – Item,Evoluções Prismáticas
15.53,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
10.44,,Foil,Trainer – Item,Evoluções Prismáticas
16.62,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
3.02,,Normal,Trainer – Item,Evoluções Prismáticas
9.25,,Foil,Trainer – Item,Evoluções Prismáticas
5.95,,Normal,Trainer – Item,Evoluções Prismáticas
13.36,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
13.85,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
14.66,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
13.91,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
14.46,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
19.87,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
6.53,,Normal,Trainer – Item,Evoluções Prismáticas
12.41,,Foil,Trainer – Item,Evoluções Prismáticas
14.58,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
17.33,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
6.44,,Normal,Trainer – Item,Evoluções Prismáticas
15.36,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
19.12,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
11.95,,Foil,Trainer – Item,Evoluções Prismáticas
16.74,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.37,,Normal,Trainer – Item,Evoluções Prismáticas
15.39,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
3.59,,Normal,Trainer – Item,Evoluções Prismáticas
7.59,,Normal,Trainer – Item,Evoluções Prismáticas
13.18,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.61,,Normal,Trainer – Item,Evoluções Prismáticas
10.65,,Foil,Trainer – Item,Evoluções Prismáticas
16.93,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
1.38,,Normal,Trainer – Item,Evoluções Prismáticas
14.36,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
13.69,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
9.3,,Foil,Trainer – Item,Evoluções Prismáticas
0.38,,Normal,Trainer – Item,Evoluções Prismáticas
15.56,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
7.31,,Normal,Trainer – Item,Evoluções Prismáticas
6.53,,Normal,Trainer – Item,Evoluções Prismáticas
0.77,,Normal,Trainer – Item,Evoluções Prismáticas
4.91,,Normal,Trainer – Item,Evoluções Prismáticas
2.1,,Normal,Trainer – Item,Evoluções Prismáticas
2.78,,Normal,Trainer – Item,Evoluções Prismáticas
15.43,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
3.94,,Normal,Trainer – Item,Evoluções Prismáticas
10.63,,Foil,Trainer – Item,Evoluções Prismáticas
47.4,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
46.65,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
46.07,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
38.43,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
25.68,,Foil,Trainer – Item,Evoluções Prismáticas
31.46,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
25.23,,Foil,Trainer – Item,Evoluções Prismáticas
39.55,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
21.41,,Foil,Trainer – Item,Evoluções Prismáticas
46.67,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
41.2,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
43.4,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
29.94,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
28.79,,Foil,Trainer – Item,Evoluções Prismáticas
44.51,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
42.46,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
24.27,,Foil,Trainer – Item,Evoluções Prismáticas
33.3,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
27.41,,Foil,Trainer – Item,Evoluções Prismáticas
29.84,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
34.97,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
29.39,,Foil,Trainer – Item,Evoluções Prismáticas
44.74,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
37.09,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
40.9,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
46.8,,Pokeball Foil,Trainer – Item,Evoluções Prismáticas
39.58,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
31.13,,Reverse Foil,Trainer – Item,Evoluções Prismáticas
23.77,,Foil,Trainer – Item,Evoluções Prismáticas
8.97,,Pokeball Foil,Trainer – Item,Megaevolução
6.35,,Reverse Foil,Trainer – Item,Megaevolução
3.03,,Normal,Trainer – Item,Megaevolução
3.99,,Foil,Trainer – Item,Megaevolução
7.51,,Reverse Foil,Trainer – Item,Megaevolução
4.89,,Foil,Trainer – Item,Megaevolução
6.49,,Reverse Foil,Trainer – Item,Megaevolução
1.77,,Normal,Trainer – Item,Megaevolução
5.98,,Reverse Foil,Trainer – Item,Megaevolução
6.86,,Reverse Foil,Trainer – Item,Megaevolução
7.19,,Reverse Foil,Trainer – Item,Megaevolução
5.66,,Reverse Foil,Trainer – Item,Megaevolução
7.88,,Pokeball Foil,Trainer – Item,Megaevolução
5.03,,Foil,Trainer – Item,Megaevolução
5.72,,Reverse Foil,Trainer – Item,Megaevolução
7.22,,Reverse Foil,Trainer – Item,Megaevolução
0.52,,Normal,Trainer – Item,Megaevolução
3.9,,Foil,Trainer – Item,Megaevolução
8.87,,Pokeball Foil,Trainer – Item,Megaevolução
0.46,,Normal,Trainer – Item,Megaevolução
2.77,,Normal,Trainer – Item,Megaevolução
0.47,,Normal,Trainer – Item,Megaevolução
0.48,,Normal,Trainer – Item,Megaevolução
5.98,,Reverse Foil,Trainer – Item,Megaevolução
7.04,,Reverse Foil,Trainer – Item,Megaevolução
2.86,,Normal,Trainer – Item,Megaevolução
4.23,,Foil,Trainer – Item,Megaevolução
2.7,,Normal,Trainer – Item,Megaevolução
8.76,,Pokeball Foil,Trainer – Item,Megaevolução
8.38,,Pokeball Foil,Trainer – Item,Megaevolução
7.92,,Pokeball Foil,Trainer – Item,Megaevolução
7.92,,Pokeball Foil,Trainer – Item,Megaevolução
8.83,,Pokeball Foil,Trainer – Item,Megaevolução
8.63,,Pokeball Foil,Trainer – Item,Megaevolução
1.05,,Normal,Trainer – Item,Megaevolução
5.14,,Foil,Trainer – Item,Megaevolução
3.36,,Normal,Trainer – Item,Megaevolução
2.93,,Normal,Trainer – Item,Megaevolução
7.99,,Pokeball Foil,Trainer – Item,Megaevolução
1.67,,Normal,Trainer – Item,Megaevolução
4.02,,Foil,Trainer – Item,Megaevolução
0.52,,Normal,Trainer – Item,Megaevolução
4.2,,Foil,Trainer – Item,Megaevolução
5.34,,Foil,Trainer – Item,Megaevolução
2.45,,Normal,Trainer – Item,Megaevolução
1.31,,Normal,Trainer – Item,Megaevolução
1.03,,Normal,Trainer – Item,Megaevolução
5.08,,Foil,Trainer – Item,Megaevolução
6.79,,Reverse Foil,Trainer – Item,Megaevolução
2.61,,Normal,Trainer – Item,Megaevolução
4.21,,Foil,Trainer – Item,Megaevolução
7.89,,Pokeball Foil,Trainer – Item,Megaevolução
3.92,,Foil,Trainer – Item,Megaevolução
8.8,,Pokeball Foil,Trainer – Item,Megaevolução
2.96,,Normal,Trainer – Item,Megaevolução
6.44,,Reverse Foil,Trainer – Item,Megaevolução
1.92,,Normal,Trainer – Item,Megaevolução
7.59,,Reverse Foil,Trainer – Item,Megaevolução
8.18,,Pokeball Foil,Trainer – Item,Megaevolução
0.84,,Normal,Trainer – Item,Megaevolução
1.73,,Normal,Trainer – Item,Megaevolução
4.95,,Foil,Trainer – Item,Megaevolução
2.74,,Normal,Trainer – Item,Megaevolução
2.47,,Normal,Trainer – Item,Megaevolução
6.42,,Reverse Foil,Trainer – Item,Megaevolução
0.99,,Normal,Trainer – Item,Megaevolução
0.97,,Normal,Trainer – Item,Megaevolução
6.98,,Reverse Foil,Trainer – Item,Megaevolução
3.95,,Foil,Trainer – Item,Megaevolução
4.02,,Foil,Trainer – Item,Megaevolução
3.07,,Normal,Trainer – Item,Megaevolução
7.72,,Pokeball Foil,Trainer – Item,Megaevolução
7.26,,Reverse Foil,Trainer – Item,Megaevolução
2.69,,Normal,Trainer – Item,Megaevolução
2.55,,Normal,Trainer – Item,Megaevolução
0.89,,Normal,Trainer – Item,Megaevolução
0.71,,Normal,Trainer – Item,Megaevolução
4.94,,Foil,Trainer – Item,Megaevolução
4.14,,Foil,Trainer – Item,Megaevolução
8.36,,Pokeball Foil,Trainer – Item,Megaevolução
5.02,,Foil,Trainer – Item,Megaevolução
2.3,,Normal,Trainer – Item,Megaevolução
8.07,,Pokeball Foil,Trainer – Item,Megaevolução
8.89,,Pokeball Foil,Trainer – Item,Megaevolução
6.64,,Reverse Foil,Trainer – Item,Megaevolução
0.24,,Normal,Trainer – Item,Megaevolução
0.75,,Normal,Trainer – Item,Megaevolução
0.89,,Normal,Trainer – Item,Megaevolução
6.23,,Reverse Foil,Trainer – Item,Megaevolução
1.23,,Normal,Trainer – Item,Megaevolução
4.98,,Foil,Trainer – Item,Megaevolução
1.15,,Normal,Trainer – Item,Megaevolução
2.83,,Normal,Trainer – Item,Megaevolução
5.89,,Reverse Foil,Trainer – Item,Megaevolução
2.06,,Normal,Trainer – Item,Megaevolução
4.4,,Foil,Trainer – Item,Megaevolução
0.5,,Normal,Trainer – Item,Megaevolução
1.34,,Normal,Trainer – Item,Megaevolução
0.22,,Normal,Trainer – Item,Megaevolução
5.78,,Reverse Foil,Trainer – Item,Megaevolução
0.1,,Normal,Trainer – Item,Megaevolução
8.03,,Pokeball Foil,Trainer – Item,Megaevolução
3.78,,Foil,Trainer – Item,Megaevolução
2.31,,Normal,Trainer – Item,Megaevolução
0.65,,Normal,Trainer – Item,Megaevolução
2.29,,Normal,Trainer – Item,Megaevolução
4.38,,Foil,Trainer – Item,Megaevolução
2.34,,Normal,Trainer – Item,Megaevolução
1.74,,Normal,Trainer – Item,Megaevolução
0.58,,Normal,Trainer – Item,Megaevolução
3.3,,Normal,Trainer – Item,Megaevolução
7.3,,Reverse Foil,Trainer – Item,Megaevolução
1.1,,Normal,Trainer – Item,Megaevolução
8.07,,Pokeball Foil,Trainer – Item,Megaevolução
0.91,,Normal,Trainer – Item,Megaevolução
7.39,,Reverse Foil,Trainer – Item,Megaevolução
3.78,,Foil,Trainer – Item,Megaevolução
7.83,,Pokeball Foil,Trainer – Item,Megaevolução
6.83,,Reverse Foil,Trainer – Item,Megaevolução
6.13,,Reverse Foil,Trainer – Item,Megaevolução
3.42,,Normal,Trainer – Item,Megaevolução
7.16,,Reverse Foil,Trainer – Item,Megaevolução
3.6,,Foil,Trainer – Item,Megaevolução
4.51,,Foil,Trainer – Item,Megaevolução
1.97,,Normal,Trainer – Item,Megaevolução
6.93,,Reverse Foil,Trainer – Item,Megaevolução
7.17,,Reverse Foil,Trainer – Item,Megaevolução
5.59,,Foil,Trainer – Item,Megaevolução
7.84,,Pokeball Foil,Trainer – Item,Megaevolução
4.19,,Foil,Trainer – Item,Megaevolução
4.48,,Foil,Trainer – Item,Megaevolução
0.78,,Normal,Trainer – Item,Megaevolução
1.72,,Normal,Trainer – Item,Megaevolução
12.35,,Normal,Trainer – Item,Megaevolução
26.48,,Reverse Foil,Trainer – Item,Megaevolução
9.9,,Normal,Trainer – Item,Megaevolução
10.91,,Normal,Trainer – Item,Megaevolução
20.62,,Foil,Trainer – Item,Megaevolução
32.44,,Pokeball Foil,Trainer – Item,Megaevolução
24.9,,Reverse Foil,Trainer – Item,Megaevolução
33.1,,Pokeball Foil,Trainer – Item,Megaevolução
26.18,,Reverse Foil,Trainer – Item,Megaevolução
37.25,,Pokeball Foil,Trainer – Item,Megaevolução
7.53,,Normal,Trainer – Item,Megaevolução
34.1,,Pokeball Foil,Trainer – Item,Megaevolução
37.52,,Pokeball Foil,Trainer – Item,Megaevolução
8.12,,Normal,Trainer – Item,Megaevolução
33.91,,Pokeball Foil,Trainer – Item,Megaevolução
26.9,,Reverse Foil,Trainer – Item,Megaevolução
25.26,,Reverse Foil,Trainer – Item,Megaevolução
8.98,,Normal,Trainer – Item,Megaevolução
16.11,,Foil,Trainer – Item,Megaevolução
21.5,,Foil,Trainer – Item,Megaevolução
6.11,,Normal,Trainer – Item,Megaevolução
31.97,,Reverse Foil,Trainer – Item,Megaevolução
5.33,,Normal,Trainer – Item,Megaevolução
34.78,,Pokeball Foil,Trainer – Item,Megaevolução
0.67,,Normal,Trainer – Item,Megaevolução
18.54,,Foil,Trainer – Item,Megaevolução
37.51,,Pokeball Foil,Trainer – Item,Megaevolução
16.58,,Foil,Trainer – Item,Megaevolução
1.96,,Normal,Trainer – Item,Megaevolução
37.19,,Pokeball Foil,Trainer – Item,Megaevolução
8.5,,Normal,Trainer – Item,Megaevolução
27.67,,Reverse Foil,Trainer – Item,Megaevolução
